-0:12	とみさたん	
1:19:07	&Ryu	戦犯回避w
1:19:08	蓬莱来訪	草
1:19:09	matchagi	草
1:19:09	愛に生きる	負けてたら大プレミだったｗ
1:19:09	らごり	草
1:19:09	ななり	草
1:19:10	TIKUWA	草
1:19:10	ねこのゆりかご	やめたげてよぉ！
1:19:10	mudkip	欠けありなら公開ありで笑いながら見たい 欠け無しなら非公開で見たい
1:19:11	Eto.	草
1:19:11	アサ	草
1:19:11	えのぐ玉	草
1:19:11	luna	草
1:19:11	桃花	草
1:19:12	透ける豚	Blineだな
1:19:12	Virra	村人ライン
1:19:12	haine	会話人狼て霊能進行珍しいのか
1:19:13	椎名唯我独尊	霊能進行珍しいか？
1:19:13	ユウギリ	草
1:19:13	朱夢ayame	草
1:19:13	白ぼう	草
1:19:13	ひつじぃ	草
1:19:13	ぷらと	霊進行は珍しくないっていうか一番普通だ
1:19:13	のん子	草
1:19:13	南義光	狼吊れてんのにな
1:19:14	よーな	草
1:19:14	lon tig	大変だなぁ
1:19:15	Ninyoru	草
1:19:15	ミナ。	草
1:19:15	2 LCOM	草
1:19:15	りんガガー	草
1:19:15	かえ	草
1:19:16	あかるる	めっちゃうまいふぇありすのとんでもねぇプレミになるとこだったからなｗ
1:19:16	rim toopogi	草
1:19:16	6 6	草
1:19:16	きのした	草
1:19:17	赤かな	草
1:19:17	san kile	草
1:19:17	タヌキとネコ	草
1:19:18	こしぼね	草
1:19:18	木魂[こだま]	草
1:19:18	【 t o m o e 】	草
1:19:18	ネ右	リア狂だったｗ
1:19:18	コピ牛乳	草
1:19:18	e10	草
1:19:18	青のバーサーカー	草
1:19:19	春楡	草
1:19:19	かるた3110	それはでも、逆に白かったよ。
1:19:19	Akira&らい	草
1:19:20	eunに	ふぇありす見えないものみようとしてたな
1:19:20	ざしゅー	どこ見てたんだろ
1:19:20	こゆきしば	草
1:19:21	えい	見てる側も推理補助ツールおすすめ
1:19:21	ふくちくん	大戦犯候補だった
1:19:21	KanadeHitode	草
1:19:21	siro yoshida	珍しいミスよね
1:19:21	ハカモリ	なにかあったに・・・ちがいない！
1:19:22	幸子EX	まぁ分からんよ
1:19:22	じょうこん条紺	草
1:19:22	ひがはじめ	草
1:19:22	みさんこ	草
1:19:23	荒耶志貴	草
1:19:24	ノワン	草
1:19:24	へいほー	草
1:19:25	field ster	草
1:19:25	弥太さん	しいしいうまかった
1:19:26	juzette rococo	そいううもんよ
1:19:26	ヒナヒナ	草
1:19:26	Winder Tundra	草
1:19:26	硫さん	お前にも見えるだろう、あの死兆星が
1:19:26	T.S	大戦犯未遂
1:19:27	Koin	お も ろ
1:19:27	ほそぺー	草
1:19:28	河原	おもろ
1:19:28	ヘィヴンダックス	幻覚だったという
1:19:29	ゼフォル	まあ怪しいのを疑うのは仕方ないｗ
1:19:29	giftyr	途中から一瞬で黒くなったｗｗ
1:19:30	はしゅ	回避したな
1:19:30	2 LCOM	全員村人だからなあ
1:19:30	斗瑛	迷探偵フェアリス
1:19:31	紺太	的外れなのは笑うわ
1:19:31	ゆーたん	葛葉の勘って女の勘よりやばそう
1:19:31	ぬた	かなかなのふぇありすに対する信頼よな
1:19:31	時速	ただの不破葛葉が仲良しなだけでは
1:19:31	usa usa	なんにかを幻視したなｗ
1:19:31	0728 karamera	ふぇありす見えてないの草
1:19:32	うさもち	霊能進行わりと普通じゃね？
1:19:32	R D_ルディ	かっけえw
1:19:32	えふのひと	草
1:19:32	おじさんの みな	安定よな
1:19:32	みんと	草
1:19:32	FAF厚生局一般職員	えらい
1:19:32	ブーランジェ将軍	それが人狼の醍醐味ダァ
1:19:32	hnitori	ふぇありすリア狂草
1:19:33	great fullでぃず。	おもろかったなぁ
1:19:33	ようっぽ	はずい笑
1:19:34	ショッパー	お待たせ、守った？
1:19:34	蓮根鏡	迷プレー
1:19:34	ざんまいTF	草
1:19:34	S_ 2434	てぇてぇじゃん
1:19:34	sut	フェアリスは１戦目は遊ぶから
1:19:35	白の落書き	草
1:19:35	yu hitotose	ふぇありすへの信頼が裏目ったなぁ
1:19:35	[V] K blank	細かいとこ正しいのに大事なとこ大外しする謎ムーブ
1:19:35	ナイ	かなふぇあの信頼が裏目で草
1:19:35	ナッコー.	村人視点は仕方ないよフェアリス
1:19:36	ボンドルド	文字通り死体蹴り
1:19:36	さくめる	それが安定やわなー
1:19:36	南耳見	普段が鋭いだけに影響がｗ
1:19:36	マキマさんすこ	てぇてぇ
1:19:36	sillicon	安定が大事よ
1:19:36	糸さん	そうだよな
1:19:36	かめ	黒4人なっちゃうw
1:19:37	AC	えんじぇるずてぇてぇ
1:19:37	Lucatoa	えらい
1:19:37	ハイスピードベノムゴッドスピードユー	グウェル、整髪料は何使ってるんだ
1:19:37	ぴえん	にじさんじエンジェルズ
1:19:37	賽子双六	でも椎名白っぽかったしな
1:19:38	南野もず	草
1:19:38	深守	おもろいからよしw
1:19:39	スイートマイン	えんじぇるずの絆よ
1:19:39	amukatJPN	さすえんじぇるす
1:19:39	モキシワタ	ほうほう
1:19:39	U-riユーリ	アンジュナイスやん
1:19:39	エマノン	リア狂だったなあw
1:19:39	ななみかん	安全ね
1:19:39	おじや	守護天使アンジュ
1:19:40	テルユウ	おもろ
1:19:40	鉄の塊	なるほどなぁ
1:19:40	ホームルーム	ふぇありすは不破を知らなかっただけなんだ・・
1:19:40	りむる	イケメン
1:19:40	ゆい	かなかな人狼だったら怖いなぁ
1:19:41	DDかきいろ	幻覚
1:19:41	サボりの	エンジェルズてぇてぇ
1:19:42	mudkip	ふぇありすぅ…
1:19:42	あずP	良い仕事したな
1:19:42	日陽	仕事してた！
1:19:43	紅い茶	えらい
1:19:43	田中太郎[鳥羽]	アンジュかっこよ
1:19:43	ヨシフ・スターリン	見えないものを見ようとして
1:19:43	おおおおおお	ナイス守り
1:19:44	朝栗ゲンスィ	えんじぇるず
1:19:44	猫キャベツ	えらい
1:19:44	tanaka ichiro	まあ狩人の定石
1:19:44	田中	かっけえ
1:19:44	さんずい	えらい
1:19:44	つかちゃん	ただのプレミｗ
1:19:45	ゆり	かっこよ
1:19:45	el	かっこいい
1:19:45	がうるえる	かっけぇ
1:19:45	狸猫	葛葉と不破は素で怪しい
1:19:45	DKYM	そしたら戦犯やしな
1:19:45	諸葛亮	アンジュさんは完ぺきだった
1:19:45	しーくん	かっけぇ
1:19:45	陽介	こう言うのもあるから面白いよなー
1:19:45	野菜ユリ	よっ
1:19:45	あおちゃん	エンジェルズてぇてぇ
1:19:45	るーむ丸	いいね
1:19:45	琥珀	かっこよ
1:19:45	Licio-リシオ	イケメンかよ
1:19:45	SEI	戦犯回避
1:19:45	焔アグニ	役欠け無しなら霊能進行は普通にアリ(騙りが出るとか無ければ)
1:19:45	らいの	てぇてぇ
1:19:45	シノヤ	かっけぇ
1:19:45	ゆいたぴ	えらい
1:19:45	すみのふ。	かっけぇやん
1:19:46	PE POM	ふぇったん可愛いね
1:19:46	tx63	これはかっこいい
1:19:46	のどがおじいちゃん	健気やん…
1:19:46	黒鐘灰斗	堅実タイプだ
1:19:47	inferno-いんふぇるの	かっけえ
1:19:47	クライス	堅い
1:19:47	あにこ_	アンジュかっこいい
1:19:47	はな	かっこいい
1:19:47	mb* dark gray	男前
1:19:47	tyan kawai	一途〜
1:19:48	飛びひざにんにく	かっけえ
1:19:48	いつの間にかFCLになっていた男	うんうん
1:19:48	はちめ	かっけぇ！
1:19:49	スーパーアロイ進捗七割	かっこええやん
1:19:49	yu yu	おっ、かっこいいぞ
1:19:49	eico	一途
1:19:50	るーるるあきまる	かっこいい
1:19:50	おじ	かっけえ
1:19:51	ばぶばぶ	草
1:19:51	みしろくん	かっけえ
1:19:52	コエビfrom Ambergraph	ナイトやん！！！！
1:19:53	rim toopogi	草
1:19:54	TARI	えらい
1:19:54	eunに	かっけぇ・・・
1:19:54	まつぼくり	運で狩人当てたのがでかかった
1:19:54	井田いつき	草
1:19:54	ドリームレス	かっこいいぞアンジュ
1:19:55	けちゃ	イケメンじゃん
1:19:55	みや	草
1:19:55	Kaede_naT	良き狩人だな
1:19:55	よモぎ	かっけえ
1:19:56	ぜろぱか	草
1:19:56	t takasi	カードどうや
1:19:56	まゆぞう	かっこいい
1:19:57	yun yun	連続守りありってこーなるんよね
1:19:59	Blue	かっけぇ
1:19:59	yasu fuji	イケメンすぎる
1:20:00	砂茶	霊能守る狩とかいらん
1:20:00	リヨンのぶ	鉄壁のアンジュ
1:20:00	朱夢ayame	かっけぇ
1:20:01	しましま	大事な狩人の仕事
1:20:02	数山一二三	にじさんじエンジェルズ
1:20:04	餅月あんこ	草
1:20:05	N H	草
1:20:06	yura temu	漢アンジュ、命に代えてもクライアントを守る
1:20:06	石川海斗	リアルな壁だな
1:20:06	葉月	かっけえ
1:20:06	るー鈴原	アンジュするー
1:20:07	AD KK	かっこいい
1:20:07	せんしゅ	狩人あそこで噛めたのよかったね
1:20:07	塩対応	アンジュに守られるかなかなとか解釈一致すぎててぇてぇ
1:20:08	ギーマ	しぃしぃほんま頑張った
1:20:08	ふぉるす	ただの馬鹿ｗ
1:20:08	黎明卿新しきボンドルド	ただの馬鹿w
1:20:08	ショッパー	ほしゅ？
1:20:08	kazeryusui	かけえー
1:20:09	北極	なんか床ツルツルじゃね？
1:20:09	タヌキとネコ	がんばった
1:20:09	OPT	黙って死ぬのも狩人の仕事
1:20:09	ぷらと	欠けありみたいなぁーー
1:20:10	yuyu	狩人は堅実が正解
1:20:10	ハリー	イケメンアンジュ
1:20:10	新井式廻轉抽籤器	シンプル悪口ｗ
1:20:10	RK George	アンジュの板くらい硬い
1:20:11	コマリマユ	狩人って連続守りありのルール？？
1:20:11	めいじつう	エンジェルズてえてえ
1:20:11	うどんこねっと	ただの馬鹿が村を救った
1:20:11	ちゃかげ	かっこいい
1:20:11	佐藤裕也	あんげ・・・
1:20:11	マロ	これはイケメン
1:20:11	空亡	草
1:20:11	南野もず	草
1:20:12	うにあ	怖いからねえ
1:20:12	オリオリタ	ただの馬鹿じゃん
1:20:12	Sou Azuma	村人の役職語りありなの？？？？？？
1:20:12	great fullでぃず。	エンジェル
1:20:12	シーラー	狩人潜伏のまま死ねたのデカいよな
1:20:12	コンブ	一方笹木は
1:20:13	シンプルにヤマトゥー	人狼
1:20:14	Ria Shimotsuki	草
1:20:14	koma koma	殺してたｗｗ
1:20:14	Winder Tundra	草
1:20:14	アンミツ	なんかやっちゃいました
1:20:15	ぷーたろう	ただのバカで草
1:20:15	あずP	かなかなは姫だから・・
1:20:16	さささ	にじさんじえんじぇるず
1:20:17	PE POM	エンジェルズてえてえ
1:20:17	梅仁丹	ただの
1:20:18	くちゅん!	かっけぇ
1:20:18	凪兎	なんで迷うんだよw
1:20:19	kuuto	かっこいい
1:20:19	いつの間にかFCLになっていた男	赤壁のアンジュ
1:20:19	すぷーん	流石壁
1:20:20	フラスコ	絶対嘘だわ
1:20:20	けんばく	何もできねえよｗ
1:20:21	深守	遠回しな狩人ムーブ良いね
1:20:21	匿名	葛葉が狩人に見えてるって考えは抜けてたわ
1:20:22	Yu sei	絶対嘘じゃん
1:20:22	うにあ	椎名さんは頑張ったんよ
1:20:22	ピロシキ	にじさんじえんじぇるずいいね
1:20:22	ひつまぶし	村騙り迷うなｗ
1:20:23	はにゅうめ	アンジュもナイスだったな
1:20:23	ああああああ	かっけぇよ
1:20:23	SSHI11	思ったよりバランスいいなこのメンバー
1:20:23	今日知ろう	葛葉は何を迷ったんだよｗ
1:20:23	玉の緒	不破これ勉強してんな
1:20:24	シマシマ	草
1:20:24	眠眠惰眠	素村で狩人COはやめとけｗ
1:20:24	白ぼう	いや迷うなよ
1:20:25	いとおかし	壁のアンジュ
1:20:25	十六夜暁響	うむうむ
1:20:26	ゴリラ・ゴリリ・ゴリル	狩人と思い込んでんの草
1:20:26	翔	くずしぃおもろすぎ
1:20:27	山田花子	さすが鉄壁
1:20:27	・ ・	エンジェルズてぇてぇ
1:20:27	matutake	霊能じゃなくて確〇守る役割してたんやで
1:20:27	りむる	草
1:20:27	*ひつじ	えんじぇるずてぇてぇ？
1:20:27	多田のり	流されたw
1:20:27	AIKE	それな！！！
1:20:27	black cat	
1:20:28	GNOME【ノーム】	ですねー
1:20:28	Zん星人	一般人なんだよなぁ…
1:20:28	りお_	連続守りは・・・きついって・・・
1:20:29	さくめる	確かに
1:20:29	団子粉白玉	キャラ濃いだけの村人葛葉
1:20:30	めい	えんじぇるずてぇてぇ推してこ
1:20:30	sillicon	投票は嘘をつかないからねえ
1:20:31	kaniko	？
1:20:31	StrangeLotus _71	男アンジュ、仕事を果たす
1:20:32	あいくら	アンジュイケメンだぁ
1:20:32	暗黒神たろー	1
1:20:32	アゲハさん	隠れた真の狩人と嘘の狩人どっちも仕事してるのいいじゃん
1:20:32	【 t o m o e 】	えんじぇるずてぇて
1:20:32	wildgeese0001	素村は噛まれるのが仕事よな
1:20:33	じゃこ	くずはの狩匂わせうますぎた
1:20:33	タロット	葛葉のおバカがいい方にいっただけやんけ笑笑
1:20:33	&Ryu	流石だよなぁ
1:20:33	南耳見	ん？
1:20:34	Koin	草
1:20:34	toy2	草
1:20:34	bladeoff	さすかなかな
1:20:34	ライ	草
1:20:34	シロ。	nn?
1:20:34	おじ	すごかった
1:20:34	あまてらす	業務連絡草
1:20:35	お犬様	エンジェルズ
1:20:35	モキシワタ	さすかな
1:20:36	カイ	草
1:20:36	ミカグラ	まあ他に情報なかったからな...
1:20:36	マツリカ	ん？
1:20:36	コポリ	草
1:20:37	i h	あっ
1:20:37	アキリス	狩人coはリア狂
1:20:37	バズゥ、	ｱ､ﾊｲ
1:20:37	えびリンプ	草
1:20:37	fn nn	？？？
1:20:37	ミナ。	草
1:20:37	kbf kbf	ん？
1:20:38	。ラグ	？
1:20:38	野菜ユリ	ん？
1:20:38	みなと	なんだ？
1:20:38	アソコガカユイ	草
1:20:38	ちゃかげ	？
1:20:39	エーピー	ん？
1:20:39	もりさき	？
1:20:39	さんび	怪しい
1:20:39	クロノ	お？
1:20:39	純ヘカピース	ん？
1:20:40	みと	ええ
1:20:40	GUNMAくん	草
1:20:40	母上	なんだぁ
1:20:40	Ito nemushi	え？
1:20:40	わ。	噛まれても縄増えないけどな
1:20:41	おじさんの みな	お？
1:20:41	ヤマノ	草
1:20:41	紅葉	草
1:20:41	レオパルト-Leopard-	草
1:20:41	ぷりぷりプリン	お？
1:20:42	いぶきち	GM
1:20:42	おおおおおお	草
1:20:42	全肯定ペンギン	ん？
1:20:42	鉄の塊	おお？
1:20:42	河野通有	⁉︎
1:20:42	ばぶばぶ	おお？
1:20:42	カサッカ	なんだぁ？
1:20:42	taketo RONA	草
1:20:43	ちよう09	なに？人狼か？
1:20:43	eunに	レッドクリフアンジュ
1:20:43	空耳	人狼か？？
1:20:44	ななり	ん？
1:20:44	般若*にじホロ好き	草
1:20:45	ezoRig	ん？
1:20:45	もんエナ	アンジュ狩人解釈一致
1:20:45	ひらっち	人狼じゃね？
1:20:45	マリスステラ	お？
1:20:46	youma takasato	なんなんだ
1:20:46	PEACE YOU	ん?
1:20:46	阿部慎之助	賄賂か？
1:20:47	sijimi dayo	草
1:20:47	餅月あんこ	おっと
1:20:47	後方甘橙	ん？
1:20:47	あしぇる	かなかな人狼
1:20:47	おばあちゃん田中の	グウェル人狼！！！！！！！！！
1:20:48	ビブロ	はい、かなかな狼
1:20:49	もみあげ	初日がいちばん情報落ちるからね
1:20:49	倭人	草
1:20:49	ボンボン	お？
1:20:49	ぎらぎら星	お
1:20:50	たう	お？
1:20:51	いつの間にかFCLになっていた男	なんだなんだ？
1:20:52	まゆぴっぴ	グウェル怪しい
1:20:53	はたけ	草
1:20:54	りちゃ	非公開きたあああああああ
1:20:54	AK 107930	グウェル叶人狼か？？？
1:20:55	失われた尊厳	グウェル-叶ライン見えたな
1:20:56	しょん	草
1:20:56	ケブカサイ	ん？
1:20:56	wa	非公開きた！
1:20:57	マストラ	確認してなかった？
1:20:57	usa usa	GM人狼
1:20:57	なす	ん？
1:20:58	siro yoshida	おもしろい
1:20:58	kei sai	GM
1:20:58	ヒロム	キッキッキ草
1:20:58	レベッカ	キッキッキ擦るな
1:20:58	swwwtwwwk	ツールか？
1:20:59	天涯紅華	え？
1:20:59	ユッケ	グウェルじんろうか！？
1:20:59	トロイメライ	グウェ？
1:20:59	春楡	ん？
1:21:00	jack sam	業務連絡か
